Month,ProductLine,ProductName,QuantitySold,InvoiceNo
2023-12,Dairy,Milk,14,INV49953
2023-07,Dairy,Cheddar Cheese,189,INV49457
2023-02,Snacks,Trail Mix,196,INV46975
2023-09,Personal Care,Toothpaste,29,INV64054
2023-12,Snacks,Popcorn,111,INV44140
2024-06,Produce,Bananas,94,INV64272
2023-04,Snacks,Trail Mix,106,INV18142
2024-02,Personal Care,Shampoo,45,INV12603
2024-01,Bakery,White Bread,80,INV10392
2024-01,Household,Toilet Paper,200,INV37581
2023-01,Produce,Apples,135,INV44609
2024-06,Beverages,Green Tea,105,INV80101
2024-05,Beverages,Cola,22,INV36932
2023-09,Snacks,Potato Chips,96,INV77260
2024-05,Household,Toilet Paper,164,INV92345
2023-12,Beverages,Orange Juice,180,INV34427
2023-03,Dairy,Butter,113,INV60288
2024-06,Dairy,Milk,75,INV87159
2023-02,Produce,Apples,151,INV43817
2024-06,Produce,Carrots,106,INV44305
2023-06,Beverages,Mineral Water,105,INV46905
2023-09,Produce,Bananas,182,INV24505
2023-02,Beverages,Orange Juice,30,INV56964
2024-04,Frozen Foods,Frozen Veggies,122,INV88863
2023-04,Household,Dish Soap,108,INV82163
2023-05,Produce,Spinach,136,INV31411
2023-07,Beverages,Cola,138,INV39577
2023-04,Personal Care,Body Lotion,178,INV22684
2023-07,Bakery,Croissant,118,INV18518
2023-06,Snacks,Popcorn,87,INV22566
2023-12,Frozen Foods,Frozen Chicken,166,INV33375
2024-03,Bakery,Croissant,144,INV58904
2024-01,Bakery,White Bread,33,INV14427
2023-10,Beverages,Cola,174,INV17671
2024-05,Household,Dish Soap,185,INV80562
2023-12,Produce,Carrots,168,INV99156
2023-10,Snacks,Granola Bar,35,INV53555
2023-08,Personal Care,Shampoo,23,INV49814
2023-09,Personal Care,Shampoo,185,INV34438
2023-10,Bakery,White Bread,166,INV55571
2023-10,Bakery,White Bread,101,INV55745
2023-10,Bakery,Bagel,63,INV54669
2024-04,Frozen Foods,Frozen Veggies,200,INV42394
2023-07,Dairy,Yogurt,3,INV83176
2024-03,Personal Care,Toothpaste,134,INV65053
2024-05,Snacks,Granola Bar,141,INV64973
2024-05,Snacks,Potato Chips,6,INV36442
2023-05,Personal Care,Deodorant,61,INV80571
2024-06,Beverages,Mineral Water,175,INV40297
2024-03,Snacks,Granola Bar,57,INV77730
2023-10,Dairy,Butter,164,INV45314
2023-07,Personal Care,Body Lotion,95,INV84355
2023-12,Personal Care,Shampoo,92,INV83324
2023-06,Beverages,Mineral Water,47,INV89297
2023-07,Household,Trash Bags,155,INV96965
2023-12,Household,Toilet Paper,178,INV41422
2023-03,Snacks,Trail Mix,97,INV31229
2024-01,Household,Trash Bags,98,INV43427
2023-05,Dairy,Butter,13,INV77844
2024-04,Household,Dish Soap,141,INV70945
2024-04,Personal Care,Body Lotion,141,INV65978
2023-09,Bakery,Croissant,91,INV93923
2023-12,Dairy,Cheddar Cheese,142,INV85752
2024-06,Snacks,Potato Chips,126,INV40426
2023-06,Beverages,Orange Juice,46,INV38238
2024-01,Bakery,Bagel,68,INV54546
2023-05,Personal Care,Body Lotion,171,INV65996
2024-06,Frozen Foods,Frozen Chicken,109,INV23843
2024-04,Snacks,Granola Bar,106,INV20166
2024-04,Beverages,Orange Juice,170,INV46361
2023-05,Dairy,Cheddar Cheese,32,INV40654
2023-02,Household,Dish Soap,69,INV21823
2023-01,Dairy,Butter,18,INV32372
2024-06,Beverages,Cola,32,INV70182
2024-02,Bakery,Bagel,191,INV36981
2024-03,Snacks,Granola Bar,107,INV30058
2023-02,Beverages,Cola,103,INV57413
2023-02,Bakery,White Bread,196,INV75920
2024-05,Personal Care,Shampoo,166,INV97735
2023-06,Dairy,Milk,42,INV50704
2023-12,Bakery,Croissant,62,INV54890
2023-04,Beverages,Mineral Water,8,INV80508
2023-01,Produce,Bananas,114,INV29655
2024-05,Personal Care,Shampoo,4,INV27033
2024-04,Frozen Foods,Frozen Chicken,199,INV28214
2023-06,Bakery,Bagel,177,INV41334
2023-06,Beverages,Mineral Water,88,INV72892
2024-03,Personal Care,Toothpaste,143,INV83112
2023-04,Personal Care,Body Lotion,82,INV42973
2024-04,Produce,Carrots,105,INV32446
2023-07,Personal Care,Deodorant,51,INV85186
2023-09,Personal Care,Body Lotion,21,INV58061
2024-06,Produce,Spinach,95,INV98387
2023-11,Snacks,Popcorn,4,INV13958
2023-12,Personal Care,Shampoo,162,INV12055
2023-08,Dairy,Butter,111,INV44327
2024-02,Frozen Foods,Frozen Chicken,25,INV28323
2023-08,Bakery,White Bread,59,INV29690
2024-04,Frozen Foods,Frozen Pizza,34,INV10859
2023-07,Dairy,Butter,107,INV51571
2024-04,Bakery,White Bread,39,INV65504
2023-07,Produce,Bananas,166,INV19164
2023-10,Snacks,Trail Mix,84,INV77132
2023-01,Personal Care,Toothpaste,117,INV84309
2023-04,Beverages,Green Tea,117,INV81825
2023-02,Snacks,Potato Chips,6,INV22403
2024-04,Snacks,Trail Mix,164,INV86970
2023-01,Snacks,Trail Mix,1,INV28439
2024-06,Bakery,White Bread,69,INV68166
2024-03,Snacks,Popcorn,71,INV97598
2024-03,Dairy,Butter,160,INV61399
2023-09,Produce,Apples,1,INV69693
2024-05,Beverages,Green Tea,36,INV63335
2023-10,Personal Care,Toothpaste,143,INV71678
2024-04,Personal Care,Shampoo,65,INV54226
2023-03,Frozen Foods,Frozen Chicken,159,INV54124
2024-06,Personal Care,Shampoo,134,INV94342
2023-07,Produce,Spinach,5,INV95539
2023-07,Bakery,Croissant,108,INV86830
2023-01,Household,Toilet Paper,164,INV25347
2023-11,Household,Trash Bags,93,INV60543
2023-02,Household,Toilet Paper,33,INV65003
2024-05,Dairy,Butter,109,INV54739
2023-05,Snacks,Trail Mix,60,INV81518
2023-08,Beverages,Mineral Water,161,INV99809
2023-07,Beverages,Cola,20,INV58736
2024-06,Dairy,Cheddar Cheese,168,INV25431
2023-07,Produce,Apples,45,INV27996
2024-01,Dairy,Cheddar Cheese,157,INV17961
2023-08,Household,Toilet Paper,153,INV98645
2024-06,Snacks,Granola Bar,50,INV25957
2024-05,Dairy,Butter,99,INV32206
2023-04,Beverages,Mineral Water,171,INV40788
2024-05,Personal Care,Shampoo,149,INV25092
2023-01,Dairy,Milk,17,INV73634
2023-07,Dairy,Milk,118,INV83143
2023-10,Personal Care,Shampoo,142,INV40937
2023-12,Dairy,Yogurt,98,INV57995
2023-12,Beverages,Orange Juice,150,INV93086
2023-05,Frozen Foods,Frozen Veggies,31,INV79818
2024-05,Produce,Spinach,180,INV48004
2023-06,Frozen Foods,Ice Cream,100,INV96032
2023-03,Household,Dish Soap,139,INV63361
2024-05,Frozen Foods,Frozen Veggies,51,INV30079
2023-03,Bakery,Croissant,52,INV39796
2024-05,Frozen Foods,Frozen Veggies,181,INV85378
2023-09,Household,Laundry Detergent,115,INV84951
2023-05,Personal Care,Toothpaste,16,INV51167
2024-04,Frozen Foods,Frozen Pizza,25,INV11445
2023-05,Household,Toilet Paper,26,INV88203
2023-01,Household,Dish Soap,160,INV68508
2023-02,Produce,Apples,113,INV48880
2023-11,Dairy,Yogurt,178,INV65755
2023-07,Beverages,Orange Juice,143,INV38246
2024-02,Snacks,Popcorn,149,INV31142
2023-02,Dairy,Cheddar Cheese,46,INV27970
2023-04,Frozen Foods,Ice Cream,121,INV76490
2023-04,Personal Care,Shampoo,174,INV72328
2024-02,Household,Laundry Detergent,45,INV63920
2023-06,Frozen Foods,Frozen Chicken,13,INV89177
2023-05,Household,Dish Soap,164,INV20951
2024-06,Household,Trash Bags,68,INV58062
2023-02,Bakery,Croissant,199,INV30105
2024-06,Frozen Foods,Frozen Veggies,37,INV37063
2024-03,Household,Toilet Paper,14,INV18216
2023-07,Personal Care,Toothpaste,42,INV11801
2024-01,Bakery,Bagel,199,INV72510
2023-07,Dairy,Milk,78,INV80800
2023-01,Frozen Foods,Frozen Chicken,16,INV40886
2023-11,Produce,Spinach,66,INV72887
2024-05,Frozen Foods,Frozen Pizza,180,INV98239
2024-01,Snacks,Potato Chips,190,INV41237
2024-06,Personal Care,Deodorant,175,INV65240
2023-05,Bakery,White Bread,159,INV65627
2023-07,Bakery,White Bread,23,INV23273
2023-01,Produce,Carrots,138,INV40110
2023-12,Dairy,Cheddar Cheese,131,INV79854
2023-08,Frozen Foods,Ice Cream,138,INV75927
2023-09,Snacks,Popcorn,80,INV62358
2023-03,Dairy,Milk,91,INV53544
2023-07,Household,Dish Soap,56,INV69209
2023-09,Personal Care,Deodorant,79,INV32451
2023-04,Dairy,Butter,123,INV52648
2023-07,Dairy,Yogurt,72,INV39147
2024-02,Frozen Foods,Frozen Pizza,121,INV26467
2023-11,Bakery,White Bread,171,INV45530
2024-01,Produce,Bananas,48,INV28137
2024-01,Bakery,Bagel,178,INV54473
2024-04,Dairy,Milk,117,INV61851
2024-05,Produce,Spinach,87,INV16714
2023-07,Snacks,Granola Bar,156,INV49196
2024-04,Household,Toilet Paper,9,INV31786
2023-04,Beverages,Mineral Water,11,INV88122
2023-02,Produce,Carrots,55,INV92843
2024-06,Snacks,Potato Chips,197,INV34943
2024-06,Snacks,Granola Bar,60,INV99007
2023-11,Snacks,Granola Bar,155,INV78215
2024-06,Dairy,Yogurt,105,INV84409
2023-03,Snacks,Granola Bar,53,INV25791
2023-09,Produce,Bananas,21,INV44748
2024-02,Personal Care,Shampoo,69,INV32703
2023-07,Household,Toilet Paper,175,INV36939
2023-12,Beverages,Mineral Water,88,INV92604
2023-03,Bakery,White Bread,158,INV96350
2024-02,Personal Care,Shampoo,82,INV83243
2023-02,Household,Toilet Paper,69,INV36835
2023-10,Dairy,Butter,63,INV84990
2024-06,Beverages,Orange Juice,54,INV32897
2023-05,Snacks,Trail Mix,21,INV67943
2024-02,Household,Toilet Paper,150,INV50716
2023-02,Bakery,Croissant,122,INV71548
2023-02,Personal Care,Deodorant,118,INV94453
2023-03,Frozen Foods,Frozen Chicken,149,INV71821
2024-05,Snacks,Popcorn,46,INV42705
2023-10,Beverages,Cola,49,INV33062
2023-12,Household,Trash Bags,61,INV81899
2023-11,Frozen Foods,Ice Cream,114,INV21257
2023-12,Produce,Carrots,34,INV37621
2023-12,Beverages,Green Tea,9,INV23467
2024-02,Household,Toilet Paper,63,INV53834
2023-02,Household,Dish Soap,90,INV91364
2023-10,Household,Toilet Paper,13,INV35110
2023-06,Beverages,Green Tea,41,INV84845
2023-10,Bakery,Croissant,144,INV97360
2023-07,Bakery,Bagel,101,INV47628
2023-05,Dairy,Butter,37,INV60296
2023-07,Produce,Apples,104,INV96372
2024-01,Snacks,Granola Bar,45,INV42147
2024-05,Frozen Foods,Ice Cream,150,INV51995
2023-12,Beverages,Orange Juice,144,INV52589
2023-05,Household,Laundry Detergent,78,INV55552
2023-05,Personal Care,Shampoo,193,INV77345
2023-06,Bakery,Croissant,16,INV42105
2024-02,Household,Laundry Detergent,171,INV76768
2023-04,Dairy,Milk,187,INV13970
2023-10,Household,Laundry Detergent,178,INV22100
2023-02,Bakery,Banana Bread,5,INV15120
2023-01,Snacks,Potato Chips,9,INV54636
2023-01,Snacks,Granola Bar,129,INV60701
2023-12,Bakery,Banana Bread,145,INV57281
2024-01,Personal Care,Toothpaste,69,INV47560
2023-01,Household,Toilet Paper,113,INV78188
2023-08,Dairy,Butter,145,INV26243
2023-08,Household,Laundry Detergent,143,INV51811
2024-04,Frozen Foods,Frozen Veggies,123,INV68372
2023-01,Snacks,Granola Bar,169,INV62971
2024-01,Bakery,Banana Bread,136,INV53475
2024-04,Dairy,Butter,173,INV58273
2023-05,Personal Care,Deodorant,163,INV87332
2023-06,Produce,Spinach,74,INV48469
2023-12,Frozen Foods,Frozen Chicken,125,INV73977
2023-02,Bakery,Banana Bread,57,INV63188
2023-02,Household,Trash Bags,6,INV95529
2024-02,Dairy,Milk,18,INV62219
2023-08,Bakery,Banana Bread,183,INV65694
2024-04,Produce,Apples,37,INV89920
2024-02,Personal Care,Toothpaste,125,INV55861
2023-10,Beverages,Cola,152,INV14383
2024-06,Frozen Foods,Ice Cream,121,INV31033
2023-10,Produce,Bananas,141,INV82688
2023-07,Beverages,Mineral Water,81,INV87970
2023-07,Dairy,Cheddar Cheese,88,INV97961
2023-06,Frozen Foods,Frozen Veggies,71,INV28578
2024-04,Dairy,Yogurt,48,INV88204
2023-02,Frozen Foods,Ice Cream,195,INV75135
2023-08,Frozen Foods,Frozen Chicken,28,INV90539
2023-09,Personal Care,Toothpaste,71,INV76404
2023-11,Snacks,Popcorn,27,INV67529
2023-04,Bakery,Banana Bread,11,INV22576
2024-06,Dairy,Yogurt,45,INV86156
2023-12,Personal Care,Body Lotion,86,INV34787
2023-05,Frozen Foods,Frozen Chicken,46,INV18740
2023-03,Snacks,Granola Bar,183,INV67394
2023-09,Household,Toilet Paper,9,INV73488
2023-08,Snacks,Granola Bar,11,INV26417
2024-02,Household,Toilet Paper,103,INV74779
2023-10,Bakery,Banana Bread,69,INV88702
2023-08,Personal Care,Shampoo,63,INV59458
2023-01,Frozen Foods,Frozen Chicken,170,INV39556
2023-09,Bakery,Banana Bread,124,INV16087
2023-03,Beverages,Cola,172,INV65710
2023-09,Beverages,Mineral Water,54,INV40069
2024-05,Bakery,Croissant,142,INV44573
2023-07,Dairy,Cheddar Cheese,42,INV95394
2023-06,Snacks,Trail Mix,51,INV98037
2023-12,Beverages,Mineral Water,93,INV65324
2023-01,Beverages,Mineral Water,69,INV31352
2023-12,Frozen Foods,Frozen Pizza,103,INV32998
2023-01,Frozen Foods,Frozen Veggies,112,INV57034
2023-07,Produce,Apples,35,INV64362
2023-01,Snacks,Trail Mix,51,INV74977
2023-05,Bakery,White Bread,44,INV59961
2023-04,Household,Dish Soap,113,INV23339
2023-05,Personal Care,Shampoo,70,INV87742
2023-12,Dairy,Butter,59,INV61075
2024-06,Produce,Apples,149,INV54513
2023-04,Dairy,Milk,158,INV76321
2023-04,Frozen Foods,Frozen Pizza,17,INV76987
2024-04,Produce,Carrots,7,INV96757
2023-03,Household,Dish Soap,181,INV87108
2024-05,Bakery,White Bread,55,INV39255
2024-03,Bakery,White Bread,170,INV81524
2023-03,Household,Toilet Paper,118,INV86923
2024-02,Bakery,Croissant,72,INV88416
2024-01,Produce,Bananas,46,INV54438
2023-08,Personal Care,Toothpaste,120,INV58619
2023-03,Bakery,White Bread,22,INV42058
2024-03,Household,Dish Soap,69,INV66390
2023-05,Snacks,Trail Mix,15,INV80840
2023-08,Frozen Foods,Frozen Chicken,70,INV49251
2023-07,Household,Dish Soap,37,INV37925
2023-06,Snacks,Popcorn,81,INV22291
2023-01,Dairy,Butter,64,INV86161
2023-07,Dairy,Yogurt,83,INV74222
2024-05,Personal Care,Body Lotion,6,INV64908
2023-07,Bakery,Bagel,35,INV28774
2023-06,Frozen Foods,Frozen Veggies,41,INV87735
2024-04,Produce,Carrots,155,INV40496
2024-02,Household,Toilet Paper,106,INV32570
2023-06,Beverages,Green Tea,110,INV59760
2023-12,Bakery,Bagel,141,INV33391
2024-02,Beverages,Cola,4,INV34567
2024-02,Beverages,Green Tea,88,INV66288
2024-04,Produce,Bananas,151,INV59793
2023-11,Bakery,Croissant,69,INV36564
2023-10,Snacks,Popcorn,63,INV79721
2024-06,Household,Dish Soap,24,INV96604
2024-01,Frozen Foods,Frozen Veggies,99,INV38050
2023-10,Frozen Foods,Frozen Chicken,181,INV91629
2023-03,Frozen Foods,Ice Cream,76,INV70588
2024-01,Personal Care,Deodorant,53,INV17034
2023-04,Frozen Foods,Frozen Pizza,64,INV26457
2023-03,Produce,Spinach,12,INV78026
2023-02,Frozen Foods,Frozen Chicken,135,INV19212
2023-02,Bakery,White Bread,28,INV42180
2024-03,Frozen Foods,Frozen Chicken,154,INV76846
2024-03,Snacks,Trail Mix,109,INV24015
2023-10,Frozen Foods,Frozen Pizza,46,INV97377
2024-02,Personal Care,Toothpaste,159,INV56526
2023-07,Personal Care,Shampoo,7,INV23471
2023-07,Snacks,Granola Bar,16,INV99399
2024-05,Bakery,Banana Bread,66,INV81494
2023-05,Produce,Bananas,27,INV22393
2023-03,Frozen Foods,Frozen Veggies,124,INV36996
2023-11,Personal Care,Toothpaste,31,INV38136
2024-06,Bakery,Bagel,129,INV56215
2024-03,Produce,Apples,45,INV39160
2023-01,Produce,Apples,14,INV97888
2023-10,Produce,Carrots,27,INV46788
2023-02,Personal Care,Toothpaste,85,INV45290
2023-07,Beverages,Green Tea,180,INV91425
2024-05,Produce,Bananas,1,INV79133
2024-02,Frozen Foods,Frozen Veggies,165,INV75799
2024-03,Snacks,Popcorn,160,INV72230
2024-06,Produce,Apples,143,INV80061
2024-06,Snacks,Granola Bar,57,INV74504
2023-02,Dairy,Butter,103,INV94774
2023-01,Beverages,Cola,24,INV36303
2023-01,Produce,Bananas,198,INV55775
2023-01,Bakery,Banana Bread,134,INV11485
2024-06,Bakery,Bagel,184,INV18650
2023-02,Household,Laundry Detergent,188,INV94282
2023-02,Dairy,Butter,74,INV54772
2024-02,Bakery,Croissant,82,INV63888
2023-11,Frozen Foods,Frozen Chicken,107,INV16141
2023-01,Frozen Foods,Frozen Pizza,32,INV98778
2024-05,Produce,Apples,193,INV91615
2023-06,Household,Toilet Paper,21,INV94183
2024-02,Dairy,Yogurt,114,INV56209
2023-09,Bakery,Bagel,61,INV89143
2024-03,Household,Laundry Detergent,140,INV40874
2023-03,Frozen Foods,Frozen Veggies,123,INV43596
2023-10,Frozen Foods,Frozen Veggies,55,INV91996
2023-10,Frozen Foods,Frozen Chicken,104,INV49667
2023-12,Household,Trash Bags,51,INV58309
2024-03,Beverages,Green Tea,130,INV81250
2023-04,Frozen Foods,Frozen Pizza,85,INV13770
2024-02,Snacks,Granola Bar,127,INV99996
2023-02,Personal Care,Shampoo,8,INV19840
2023-08,Snacks,Granola Bar,195,INV66989
2023-04,Beverages,Orange Juice,38,INV85550
2023-02,Bakery,Bagel,41,INV63267
2023-07,Snacks,Popcorn,191,INV62171
2023-05,Beverages,Cola,190,INV61500
2024-04,Household,Laundry Detergent,2,INV36505
2023-02,Bakery,White Bread,46,INV11540
2023-05,Frozen Foods,Ice Cream,97,INV89512
2023-02,Bakery,Bagel,79,INV37278
2023-09,Snacks,Trail Mix,74,INV64217
2024-03,Dairy,Yogurt,163,INV59829
2023-08,Frozen Foods,Ice Cream,101,INV64599
2023-04,Household,Laundry Detergent,72,INV17454
2023-10,Dairy,Cheddar Cheese,8,INV43765
2023-12,Dairy,Yogurt,107,INV63114
2023-08,Snacks,Granola Bar,20,INV54181
2023-04,Household,Laundry Detergent,40,INV40609
2023-02,Household,Toilet Paper,173,INV21849
2023-06,Dairy,Yogurt,120,INV25641
2023-02,Produce,Carrots,27,INV37156
2023-07,Dairy,Milk,97,INV14671
2024-01,Personal Care,Toothpaste,130,INV15939
2024-03,Snacks,Trail Mix,183,INV93703
2023-10,Dairy,Yogurt,95,INV94518
2023-08,Dairy,Milk,81,INV51328
2024-02,Dairy,Cheddar Cheese,101,INV92768
2023-01,Household,Trash Bags,97,INV53286
2023-06,Beverages,Orange Juice,80,INV18961
2023-09,Snacks,Trail Mix,126,INV34416
2024-05,Personal Care,Deodorant,55,INV80204
2023-05,Produce,Spinach,116,INV32405
2024-01,Bakery,Bagel,106,INV15463
2024-06,Household,Dish Soap,185,INV99409
2023-09,Snacks,Popcorn,88,INV79481
2024-05,Snacks,Potato Chips,177,INV23341
2024-06,Snacks,Potato Chips,135,INV88312
2023-04,Bakery,Croissant,126,INV51579
2023-02,Beverages,Mineral Water,151,INV41863
2023-09,Beverages,Mineral Water,95,INV55963
2023-05,Beverages,Mineral Water,168,INV75025
2023-08,Bakery,White Bread,115,INV83146
2024-03,Snacks,Popcorn,21,INV65052
2023-06,Dairy,Milk,65,INV15281
2023-09,Produce,Carrots,63,INV52074
2023-02,Produce,Carrots,149,INV33806
2024-04,Personal Care,Deodorant,102,INV90013
2023-11,Beverages,Green Tea,179,INV51651
2023-06,Beverages,Green Tea,113,INV31839
2023-07,Household,Laundry Detergent,191,INV59518
2024-03,Dairy,Cheddar Cheese,27,INV51243
2024-02,Produce,Spinach,142,INV64836
2023-03,Personal Care,Toothpaste,170,INV27518
2023-07,Dairy,Cheddar Cheese,155,INV73209
2024-06,Snacks,Popcorn,48,INV89735
2023-01,Frozen Foods,Frozen Veggies,67,INV17576
2024-03,Frozen Foods,Ice Cream,80,INV13413
2023-11,Dairy,Butter,11,INV61256
2024-02,Dairy,Yogurt,170,INV60107
2024-05,Snacks,Popcorn,118,INV53334
2024-06,Bakery,Bagel,121,INV18440
2023-07,Produce,Spinach,92,INV14856
2024-04,Produce,Spinach,141,INV49484
2023-01,Dairy,Cheddar Cheese,87,INV91096
2024-06,Beverages,Mineral Water,125,INV95040
2023-06,Dairy,Butter,98,INV90786
2023-05,Beverages,Cola,167,INV94794
2023-02,Frozen Foods,Frozen Chicken,178,INV70789
2024-02,Snacks,Potato Chips,194,INV10240
2023-09,Bakery,Banana Bread,182,INV71383
2023-10,Beverages,Orange Juice,174,INV33424
2023-05,Snacks,Potato Chips,163,INV49647
2023-12,Frozen Foods,Frozen Chicken,151,INV93138
2024-04,Frozen Foods,Frozen Chicken,145,INV27920
2023-07,Personal Care,Shampoo,72,INV30563
2024-02,Dairy,Butter,4,INV42018
2023-08,Frozen Foods,Frozen Pizza,88,INV92559
2024-04,Dairy,Cheddar Cheese,154,INV57547
2023-11,Bakery,Bagel,2,INV47179
2023-05,Personal Care,Toothpaste,2,INV57178
2023-12,Household,Dish Soap,101,INV75135
2024-05,Produce,Spinach,113,INV75061
2023-05,Dairy,Yogurt,41,INV42743
2024-03,Produce,Apples,54,INV77368
2024-05,Household,Trash Bags,115,INV25555
2023-02,Beverages,Green Tea,123,INV83798
2023-03,Household,Dish Soap,34,INV71395
2023-07,Frozen Foods,Frozen Veggies,48,INV14657
2024-04,Snacks,Trail Mix,70,INV63151
2023-05,Dairy,Butter,147,INV63604
2024-05,Household,Dish Soap,106,INV97120
2024-05,Dairy,Yogurt,123,INV94442
2023-03,Frozen Foods,Frozen Pizza,112,INV49077
2024-03,Beverages,Orange Juice,10,INV34052
2024-01,Bakery,Banana Bread,86,INV97570
2023-09,Beverages,Mineral Water,94,INV29723
2023-06,Produce,Apples,198,INV45295
2023-05,Household,Laundry Detergent,78,INV36926
2024-06,Snacks,Popcorn,1,INV15089
2023-01,Dairy,Milk,1,INV40303
2023-06,Produce,Carrots,126,INV84657
2023-07,Personal Care,Toothpaste,137,INV36783
2023-06,Produce,Spinach,68,INV13472
2023-12,Beverages,Cola,104,INV76047
2023-03,Bakery,White Bread,108,INV40879
2023-09,Bakery,White Bread,118,INV54611
2023-07,Personal Care,Body Lotion,106,INV59198
2023-02,Produce,Spinach,81,INV56369
2023-09,Dairy,Yogurt,109,INV86887
2024-04,Bakery,Banana Bread,125,INV43733
2023-11,Household,Dish Soap,133,INV55733
2023-03,Dairy,Cheddar Cheese,6,INV32072
2023-07,Snacks,Popcorn,72,INV70263
2023-10,Produce,Carrots,147,INV40232
2023-10,Dairy,Cheddar Cheese,34,INV49183
2024-06,Personal Care,Deodorant,152,INV86550
2023-12,Bakery,White Bread,175,INV32569
2023-12,Snacks,Potato Chips,83,INV23462
2024-03,Frozen Foods,Frozen Chicken,99,INV80451
2023-07,Bakery,Bagel,191,INV90933
2024-02,Household,Trash Bags,34,INV37760
2023-04,Household,Trash Bags,141,INV61695
2024-06,Beverages,Mineral Water,33,INV74281
2023-10,Produce,Apples,59,INV20597
2023-05,Dairy,Butter,170,INV74844
2023-04,Produce,Spinach,101,INV33485
2024-06,Bakery,Croissant,159,INV10039
2024-04,Snacks,Popcorn,88,INV85572
2024-03,Beverages,Mineral Water,54,INV57564
2024-05,Personal Care,Body Lotion,68,INV36438
2024-06,Beverages,Orange Juice,89,INV85616
2023-04,Bakery,Bagel,193,INV83338
2023-12,Snacks,Trail Mix,182,INV86418
2024-05,Household,Laundry Detergent,69,INV55998
2023-11,Household,Dish Soap,183,INV46095
2023-07,Bakery,Bagel,26,INV43333
2024-02,Dairy,Cheddar Cheese,177,INV63925
2024-04,Household,Dish Soap,51,INV20672
2023-04,Snacks,Granola Bar,11,INV96716
2024-04,Household,Trash Bags,184,INV98083
2024-03,Bakery,Banana Bread,43,INV18299
2023-11,Frozen Foods,Ice Cream,128,INV74875
2024-01,Bakery,Croissant,171,INV75883
2023-10,Snacks,Trail Mix,129,INV44674
2023-03,Dairy,Cheddar Cheese,171,INV33296
2024-06,Beverages,Cola,65,INV34818
2023-10,Household,Laundry Detergent,101,INV46980
2023-03,Beverages,Green Tea,79,INV67718
2023-02,Personal Care,Toothpaste,99,INV56999
2024-03,Household,Laundry Detergent,44,INV72475
2023-10,Bakery,Bagel,4,INV57776
2023-01,Personal Care,Shampoo,27,INV78137
2024-04,Bakery,Banana Bread,63,INV17246
2023-01,Dairy,Milk,130,INV20076
2023-06,Frozen Foods,Frozen Chicken,56,INV61289
2024-06,Household,Laundry Detergent,34,INV81651
2024-06,Snacks,Trail Mix,23,INV29065
2023-11,Beverages,Orange Juice,159,INV58288
2024-05,Household,Toilet Paper,86,INV76065
2023-07,Bakery,Bagel,110,INV66949
2023-07,Household,Laundry Detergent,151,INV28993
2023-04,Personal Care,Body Lotion,115,INV53107
2023-10,Dairy,Milk,193,INV32141
2024-01,Personal Care,Toothpaste,120,INV88675
2024-04,Frozen Foods,Ice Cream,53,INV91871
2024-01,Produce,Spinach,119,INV34848
2024-01,Frozen Foods,Ice Cream,61,INV17839
2024-06,Beverages,Mineral Water,106,INV88828
2023-03,Bakery,Bagel,28,INV28211
2023-10,Beverages,Cola,146,INV36011
2023-07,Bakery,White Bread,82,INV53036
2024-05,Snacks,Potato Chips,96,INV21223
2023-12,Snacks,Potato Chips,115,INV25541
2023-02,Bakery,White Bread,53,INV80198
2024-05,Bakery,Croissant,66,INV34883
2023-06,Household,Toilet Paper,17,INV75674
2023-01,Household,Dish Soap,121,INV54901
2023-09,Household,Trash Bags,50,INV87369
2024-03,Household,Dish Soap,28,INV98055
2024-06,Produce,Carrots,143,INV32123
2024-06,Bakery,Croissant,87,INV92747
2024-01,Bakery,Croissant,174,INV34599
2023-03,Beverages,Orange Juice,144,INV39605
2024-04,Frozen Foods,Ice Cream,112,INV98724
2023-07,Frozen Foods,Frozen Pizza,149,INV43308
2023-11,Dairy,Butter,44,INV44306
2023-01,Dairy,Butter,95,INV36136
2023-02,Personal Care,Toothpaste,106,INV81191
2023-04,Beverages,Mineral Water,61,INV82551
2023-06,Bakery,White Bread,90,INV47716
2023-12,Personal Care,Toothpaste,191,INV38294
2023-04,Snacks,Granola Bar,110,INV96606
2024-06,Snacks,Trail Mix,190,INV41814
2023-07,Frozen Foods,Frozen Chicken,128,INV71047
2024-01,Produce,Spinach,55,INV88620
2023-01,Bakery,Banana Bread,157,INV91278
2023-04,Produce,Bananas,133,INV92773
2024-06,Frozen Foods,Frozen Chicken,46,INV79518
2023-10,Produce,Apples,173,INV43150
2024-02,Bakery,Bagel,94,INV59664
2023-06,Produce,Spinach,86,INV23447
2024-03,Personal Care,Deodorant,29,INV49055
2023-10,Frozen Foods,Frozen Pizza,190,INV79967
2023-04,Bakery,White Bread,41,INV43653
2023-01,Snacks,Trail Mix,109,INV48469
2023-12,Frozen Foods,Frozen Pizza,163,INV28223
2024-01,Produce,Spinach,60,INV94351
2024-06,Snacks,Potato Chips,20,INV68138
2024-03,Bakery,Croissant,124,INV75683
2023-02,Frozen Foods,Frozen Veggies,12,INV76068
2024-05,Bakery,Croissant,7,INV92555
2023-09,Personal Care,Body Lotion,87,INV67828
2024-01,Snacks,Trail Mix,171,INV99273
2024-05,Household,Dish Soap,96,INV73187
